domain,is_dga
thyir-gq7j545ztr.com,1
vplife.ru,0
ostrana.ru,0
xwwimhviaensjcn.ru,1
legzo-casino-one.ru,0
asmlocator.ru,0
p9mmf4yymzhha5yz2h-8.ru,1
arti.ru,0
elitsaunastroy.ru,0
y2fk9ibnk4djq.ru,1
ucoc42uiiu.online,0
uinny.ru,0
dlqotpmfjsh.ru,1
pro.in,0
qsslxcqcvpcjo.net,1
kaxvvsf0dndr.ru,1
le9dajc3x4bww.ru,0
hvi5mbhaulwvtwx3j67br9.ru,1
pinup-cazinorussia.ru,0
w06is9-cs.com,0
petatoto.com,0
new-developments-austin-sa.fyi,0
yelp.no,0
mostbet-bk2020.ru,0
krznamja.ru,1
ukelectricalsupplies.com,0
h0pckchm.com,1
narslovar.ru,0
hunufbuznvwkeyhrk.net,1
o0ax.com,0
literatumonline.com,0
haylives.ru,0
shefkuhni.ru,0
owilejhemef.ru,0
mirsuvenira.ru,0
jtt.net,0
likpro.ru,0
0joycasino.ru,0
ep3xu5ba.ru,0
cvzbvq.ru,1
fresh275.casino,0
zlfubtme.ru,1
zz1t7c2j3.net,0
yy4qdk.bet,1
vgdynamic.info,1
oacbvuqo.jp,1
legzo-casino.top,0
av2m555pidx4.vn,1
eq5l0rg.ru,0
wombatstats.com,0
spartan.edu,0
plsfj2v01yzbgj1e.ru,1
ttrz3.ru,0
yfn-lujirkzlp3w.de,1
o45-fg.com,0
teatv.io,0
c-bbvmdfj-onupqzyl.ru,0
riverdale.com.ru,0
adengi.ru,0
nuwasystem.com,0
twinery.org,0
pevwtfwsfz.ru,1
mfv0kd.ru,0
uourn1qs.ru,0
visual.com,0
zuqgh.com,1
l5jjqf2omgu4m.xyz,1
up-pokerdom157.ru,0
guiderf.ru,0
berretramos.com,0
casinox-605.ru,0
serverspace.ru,0
intersena.com.br,0
q15nqa8sd.ru,1
qbehx2m1.com,1
nwexwfdd9sv.com,1
cgrowdn.shop,0
park-europe.ru,0
buting.ru,0
solomono.net,0
ycluazaw.ru,1
z61msd--.ru,0
h85a6myax1xynbf583k7j.ru,1
naegsspcqxxk.com,1
electroset.ru,0
ow5eccbodgcfa9g.ru,1
realweb.ru,0
hqvulwgchqqm8s.ru,1
yjfbq-u0pw.ru,1
cdnaz.win,0
pkwp8u6.ru,0
ra6xapw.ru,0
tattoo-23.ru,0
pinupcasino-best.ru,0
o9pk5m---.ru,0
spa4kf5og2prjesr44.com,1
ajwa.ru,0
zhip7ytvpfb.ru,1
soprano-club.ru,0
em8milyw.ru,1
irrrekwih.co,1
skoi1c2d.es,0
super-slots.com.ru,0
s5atenxfmoa.ru,1
saymyname.website,0
jmxnizkrdax.fun,1
sberbank-dop-ofis.ru,0
mcdwpyt6f.ru,1
jsonstorage.net,0
pqgtuglmfoq24z.ru,1
vulkandeluxecasinoy5.xyz,1
imknea.ru,0
yh2u51nv7wws.ru,1
macvympel.ru,0
instantshift.com,0
crashreview5.ru,0
em9vopg.at,0
express-bank.ru,0
zhnbgni.ru,1
ukcasino.com,0
chgnet.ru,0
vvqsjgx5p5up-u.ru,0
netcaster.us,0
chsulfpktytdnlfifwrea.ru,1
27-dosug.ru,0
lgmicmu.ru,1
ingrupptula.ru,0
qfxcinemas.com,0
zakaz.ua,0
zn-8owzybg.com,0
nnjzj8wsk.ru,1
gadjcvjza4.ru,1
d0mv.com,0
r1xbet.ru,0
jetcasino-bezopasno36.ru,0
staterbros.com,0
o58k9-adq.date,0
arsenaltools.ru,0
xj9zumycnk.ru,1
i7rvncgk9ag.com,1
wnep.ru,0
zof4pp8g.fr,1
detskiypassage.ru,0
b9m0z3dz5ws4d-rmnb2.com,1
pjhrhkn.ci,1
vervaunt.com,0
9831582.com,0
onqdlm.com,1
rhub4vhoeh.ru,1
moite-sami.ru,0
nlfvsbatncips.ru,1
podpisku.ru,0
zvet.ru,0
hcagav.ru,0
wisemove.co.nz,1
eejournal.com,0
mostbet-wnd6.top,0
ctmon.ru,0
cdnk.eu,0
magicomm.co.uk,0
al9ffvw.ru,0
yj4gdl9h8c.ru,1
hljapk.com,1
kcsfinp12.ru,0
individualka-kogalym.ru,0
hr-conference.ru,0
sjphtw4xr.net,1
njua5.ru,0
nmmepzzdfhnz.ru,1
buggiesunlimited.com,0
rojqqqtfd.com,1
yyzczquwla.ru,1
iecv1afa.ru,1
legzocasino-official53.ru,0
rejwkw2ggp.ru,1
keap-link010.com,0
nyqhawa3d7wp90op1wj13.ru,1
uphiuahsr217joj8y.ru,1
ialhocqspvmrblcep-dcop-.com,1
uprknvdj-7g5.ru,0
e4i9ighrfss.net,1
bubblebd.com,0
ba-1ab.jp,0
bizon365.ru,0
kc5tttnca585atyxae.top,1
c3kzutoi5gdil.net,1
n7w-rodexmrm.ru,0
malj.ru,0
w2xceqvwozibzfth.ru,1
plp7.ru,0
k4yfc8enyf.club,1
petersburg-dom.ru,0
asiannearby.com,0
w6s9avfr.ru,1
freescreens.ru,0
dyr4rh.com,0
pqwspyn.ru,1
rutor-faye.ru,1
bvo16m3bohi.ru,1
dsvfdsf-bnigfo-sdkkg.com,0
y2aceeh6.ru,1
upy1qt4ozlui.ru,1
freshcasino-expert13.club,0
oryol-xdosug.ru,0
apteka999.uz,0
cbgfp5.com,0
mit-tog.dk,0
u5e6w4l5.com,1
gzzhv9sn.com.br,1
obyte.org,0
zn-vozmscv2n52m.com,0
fykve7k.ru,1
xxjdlgx37cgo.ru,1
igad8-.org,0
cnjcssd64.ru,1
casperauto.ru,0
vipdo.ru,0
mcrm.ru,0
eh8ciouv.ru,1
x59xs491f.org,0
xncgie.xyz,0
dvzwa7pchp.se,1
jetbut3.ru,0
eurosms.com,0
otxffpxsx.com,1
forplastwax.ru,0
boadedshedisite.com,0
isc-x.computer,0
yqv6w4imd9.ru,1
jfofupoc.io,0
propiska-nedorogo.ru,0
c8z5fi-.com,0
outfindo.com,0
b1kofd9.ru,0
admirall-x-oficialniy-atb.ru,0
voedg4.io,0
lmnfwe0fuyw3xjo.ru,1
mauboussin.ru,0
az5-rnpoz.com,0
flyingwithababy.com,0
starlogics.ru,0
it-audit.ru,0
qhv0hczw5i4.co.uk,1
tnac.net,0
mebil7nstbbhvffm.ru,1
bnutr.ru,0
vulkan-avtomatu.ru,0
cnht-zaw3.com,0
opwsazaqt3fxg.ru,1
z0phu8tdw5c.net,1
pin-upcasinoofficial.ru,0
averevereoccasioni.it,1
1xbet572-cash.ru,0
listokcrm.ru,0
lp3plndv3qapdmdg5tf.ru,1
aamz7y-wmnzi8mwo.ru,0
rzd-partner.ru,0
gtsqlu2cobd.ru,1
eldoradogaming.xyz,0
pk6s7j6nxvtmpim.ru,1
o5vklbv.online,1
x9hzk1v2x7.ru,1
v4ry5iabw.foundation,1
hrcct0xl.ru,0
gur-gur.ru,0
urban-expo.com,0
efltbqy.com,1
r8sdl17.com,0
trendinvest.org.ru,0
serenhlimpse.net,0
epicloot.ru,0
bgm0i1t4a.ru,1
cjlixy2ubu.ru,1
enciclopediya-geografa.ru,0
f6okbjtwfx4zxqrs.ru,1
teambuilderpro.org,0
vi-hentai.com,0
zienouurtp1k3batq.ru,1
msk-prava.ru,0
casino-vavada.ru,0
ia-viking.ru,0
strobel.one,0
h03wgvd-ap1.com,0
m4n3c5kzj.ru,1
q7vs2rvq2ekm.cl,1
weiss.ru,0
rlwjsjznnt9l.live,1
starda-casino-my1.ru,0
topdownloads.ru,0
hfkvz.games,1
mydoh.ca,0
jinrlhxb.xyz,0
site-joycasino-zerkalo.ru,0
yu8ce3-8s1.ru,0
lairdconnect.com,0
ps--.ru,0
yrhuth6zzyeemt25.online,1
carajas.com.br,0
d-agwuj.ru,0
z9tsdt.club,0
miranimbus.ru,0
easyplumbing.com,0
gunwaleneedsly.com,0
kimclark.com,0
pepita.hu,0
lottoone.net,0
xp2nkth8fa.ru,1
wvcvtepgcsrutkble5pmpcp.ru,1
zytm6w.com,0
lnna7f.buzz,0
cdnhwcxcy07.com,1
tvercard.ru,0
mpg180.ru,0
lukztfi1u3xdi6dgyij0.ru,1
qepwfau39wd2ys.com,1
mu1pf.net,0
indianmovie.ru,0
krone.at,0
hpkdxfik.es,1
daredrop.com,0
slurjustly.com,0
bible-help.ru,0
d8eqp1vw.ru,1
htjxxla4bhnqpbz.ru,1
kwyzmnjip.ru,1
twitchindoor.best,0
hewwnfvztto.ru,1
gfxqbcz.ru,1
project-tech.world,0
hwa-gzghwuslndq.ru,0
easemytrip.co.uk,0
d8zv5mf.net,1
novochag.ru,0
x8lyw6s.ru,1
okha65.ru,0
vjdnssr.cam,1
qht2pdfaoujc.ru,1
pokerdomblack.ru,0
nteezpsb3c4ay9x.ru,1
u64-i.co.uk,0
onetrip.com.ar,0
binghamton.edu,0
rmi.org,0
kaseya.com,0
n10lrzr3.com,0
gtffgr6bv8bi.ru,1
en5zx0iqzk.ru,1
damyky030gcohbbiq.ru,1
jcwayiygd4.net,1
vqzey15csb.ru,1
bvflut.ru,1
joypokerdom-2419.ru,0
casinoplusph.com,0
kraadm.ru,0
utj7rptd2r7ikz.com,1
reviewip.com,0
pyjwlpqspwadq.ru,1
j4p2a136.com,0
moegoat.com,0
q4z-qgbnlftbfb.ru,0
cat-cazino16.ru,0
q02eh47c3.com,1
teachtech.ru,0
sol-casino-stpc.ru,0
tb0pzvxswxye6zqecci-s.ru,1
spey.eu,0
megapornpics.com,0
vkxux3thie.ru,0
dmkf8ygmf4lxfsyfy.ru,1
pattyiwo-qt5evi7mbszzo3aj.ru,0
nbby2hc.online,0
magya-online.ru,0
taiyanmedia.com,0
czela.net,0
el.ru,0
cazinos-starda.ru,0
j2zgknpfcv.ru,1
embedmaps.com,0
movies2watch.ru,0
j24cqcxi0.click,1
scardio.ru,0
007dom.ru,0
syjtcvoqx.ru,1
skv8k.video,0
btjvw37or.com,1
gvbp7.ru,0
rlalibulr.ru,0
k2bwjpb.ru,0
rngsju2iml3kpqgo.ru,1
paymentwall.com,0
fresh-casino-igry.top,0
xbetg.ru,0
mcx73.ru,0
localetmoi.fr,0
stmwater.ru,0
kgm5l0.ru,0
kxlt3t.org,0
vtqll1.ru,0
claim.md,0
melbetsport.ru,0
hxlrk.net,1
paqt.com,0
o3gyz6f.ru,0
affiliated.com,0
dkxdzv0m.ru,1
dunnsfishfarm.com,0
alenalebedeva.ru,0
rust-servers.ru,0
wr0zcek.co,0
d67q4x84nhfpr.ru,1
g49fcbqf.com,0
svptk.ru,0
nnzhz2q9v.ru,1
d9f30w45.ru,0
playcasino25.ru,0
suek.ru,0
bn3.ru,0
ml4qkg9kwa.net,1
ubzjfpetlj.com,1
bezzdepozitow.ru,0
riobet-play.ru,0
jg-online.ru,0
qbrsw2xaav.com,1
mzusqahavmbw.ru,1
esw9n6pbx.com,1
wcy8xvl6-k3f.ru,1
2d-home.com,0
sojdk.ru,0
qgstuytz.ru,1
uayhu1l32grx.com,1
pokerdomrun5.ru,0
bmsrserqzjb.ru,1
mzn2fknsyweyulfjurbixle.ru,1
awesound.com,0
jqrhn.jp,1
vtiimlkujmumx4wrurq.com,1
xianyang888.com,0
pornokisa.su,0
tracking.vn,0
6bb.ru,0
ffb7ci.com,0
t2bua4vioju4-68.ru,0
krx.co.kr,0
pervaya-stomatologiya.ru,0
j6d25ij8ih8ahm.com,1
oosjmaoabps4qww0.ru,1
davidwalsh.name,0
vulkan-russia.vip,0
fbk9mgpgziw.ru,1
xfaewsd7s.ru,1
prudentcorporate.com,0
wxc40aj8obva.com,1
freshcasinoon.ru,0
g6a8ip6c.ru,1
sendingmoneytophilippines.com,1
lutqlp.link,1
vulcanplatinum-cazino.ru,0
iwa2kexsdje.ru,1
jjxku9m1bnzfmbb.com,1
readgur.com,0
testandlearnsoftware.com,0
888vulkan-122.ru,0
u1vrh4sgwzniff-ivuqj.com,1
baikal24.ru,0
freshcasino-hak1.ru,0
bu554.ru,0
beqddjy3yc.ru,1
vulkan24vipslots.ru,0
lumc4qmux48zhazbupoy.ru,1
usb.org.br,0
casinox-registraciya.ru,0
okn.me,0
tqzttiggxjfqpuacft.top,1
alkomig96-202.ru,0
nordklad.ru,0
vetpraxis.app,0
maieredv.de,0
civilim.com,0
g7weke47.ru,0
dg3mc1iq4i8m.ru,1
jjhcdxe35taokbva0.ru,1
pqbocmhkml.ru,1
rox-casino-eir21.ru,0
proffelectro.ru,0
via-mobilis.ru,0
chc0roe.com.tw,0
h0bcxihq7fxn2r90z.ru,1
bzgx.com,0
aeroflot.ru,0
lokadaya.id,0
prava-online-portal.ru,0
camzey.com,0
bel-keram.ru,0
friendscasinos.org.ru,0
woolkan-kazino.org.ru,0
vu8grptscdqjnh.ru,1
aumhfl-8.ru,0
f9xvtdnv2q.ru,1
dwmytmgeqrchwwotl.ru,1
gouv.bj,0
sokker.org,0
eldoradio.ru,0
vulkanudachi7.com.ru,0
qboa.com.br,0
mpileolmnx.com.tn,1
a5ej0-r.ru,0
ttddnnss.com,1
fconnect.ru,0
hellsbet.com,0
aofrxobtjssxjfci.ru,1
gdw.ru,0
vye49hms65.com,0
yourcareernews.com,0
u5simelavlkaw9bf.ru,1
k5teiv.ru,0
voij0-r8fhyuw.ru,0
katharsis.ru,0
getaccesslink.com,0
mp3ringtony.ru,0
fbay4c1mpe-d8t.com,0
y71fss.ru,0
fb7okvxjrif8vbfhke.com,1
food.ru,0
vx3o9fa.me,0
w90wvjc31p.ru,1
wzhc21dkc.ru,0
xnrmywayk1nhj.com,1
zmu40gkwjgv.sg,1
m-kgpn.network,0
brychewa.ru,0
e-liquide-fr.com,0
voight.com,0
vqtmlo.ru,1
h13t44ji.com,0
azinoburg3.ru,0
t1-sh7w.ru,0
iridbpcwcu.com,1
vavada-casino-registratsiya-onlajn.ru,0
mixupload.ru,0
vulcan24club.net.ru,0
rkiecvijfs.com,1
zlwl56.com,0
udostowerenyg-rus.com,0
admiral-x-admrlx.ru,0
qyyq6bldfjs.ru,1
fzq7gc00g.ru,1
livetv658.me,0
vavada-nmlw.buzz,1
vodi-privileg.ru,0
vozhnpr-kirov.ru,0
chuchudayne.com,0
rohmsemiconductor.com,0
hgn3sjbm5f.ru,1
rfex1cmgyn.de,1
jdi-zklvozytdneoq.ru,1
votc006lgczd0.ru,1
s5vqs.ru,0
beatum-site.ru,0
ofs.ru,0
dowqpbyz.ru,1
vulkan-deluxe-mobaile.net.ru,0
topicus.education,1
anotherindianwinter.ru,0
bgbjkh.com,1
immigration.gov.tw,0
leboard.ru,0
s5g.ru,0
surl.li,0
legzocasino-official182.ru,0
foodbanjo.com,0
cjwvuznokkrteoxfl.top,1
tour-center-msk.ru,0
mediafort.ru,0
hseapp.ru,0
plxzouojnhv2z.ru,1
jj4bhot2bgxsbe4ppa-kq.ru,1
kmx5bea52q1.com,1
lb8lxiccir3not.com,1
vhwgga18wrvi4kv.ru,1
a614052lcxnyj6dngvanen.ru,1
fotoaparat.cz,0
altaporn.com,0
roxcasino-dokm74.ru,0
vojcur4.ru,0
betting4.ru,0
lbjlaavy0hy.ru,1
bigtelecom.ru,0
secilstore.com,0
asteril.com,0
tur-news-ru.ru,0
r-klwhqd4.com.br,0
dtf.ru,0
ken70du.ru,0
slotozalru.ru,0
ihoodsxdmkgku9phx.nl,1
xfqoodjs8fet.ru,1
rofs06jssb9.ru,1
jzy6j4ndy7u5ms.ru,1
kazinovulkan777.ru,0
sbclkpbtwhgbdggymaca1v.ru,1
registratsiya-kazino.ru,0
azart-portal.ru,0
solcasino-igra.ru,0
migefurniture.com,0
dzclb30cuk2.com,1
wxszwfnis9ugpl116.ru,1
pokerdom3656.ru,0
zjgro510m6dnn.com,1
jqv8z5ess.ru,1
bl1f.host,0
rhrovnlqbfix.com,1
csgo-bolt.ru,0
robot-ik.ru,0
casino-supercat01.ru,0
izzicasino-ktf2.ru,0
fciit.ru,0
qq5sdjvytgmzk.website,1
unterweisungsmanager.de,1
iflyc.info,0
neteffects.com.au,0
twowgames-info.ru,0
ke2.io,0
roulettesimulator.net,1
ribhiaajavyymvilkzdfx.ru,1
fpy3sdkcp5c-.ru,0
pochki-med.ru,0
nzet.net.in,0
frutomania.ru,0
unhk.ru,0
filesunet.com,0
uq3pb4zao.com,1
bmzwvubfwjmw4.ru,1
bifl2kyxxexc.com,1
dgu-vostok.ru,0
friendscasino-zerkalo.org.ru,0
pitchbookdata.com,0
molinamarketplace.com,0
sw09nk0tko9.com,0
j5jmaaefoa.one,1
j5k4k68f5c8gt.ru,1
det-sad-85.ru,0
jhgfdsqw.info,1
cssfnjmetcx4.co.uk,1
mqzp8.ru,0
p5qr3d8zt.ru,1
o9tjed7y2h0u1a7.ru,1
i-teco.ru,0
legzocazinowinslots3.ru,0
bj5ovhikf56c.net,1
iotdrive.io,0
finevision.ru,0
hmqrgumoaqcyu.store,1
w1gr3pb2t.dk,0
y-n3qq.org,0
windowsphoneinfo.com,0
qvv9r.ru,0
dynamics.com.ru,0
2x2online.ru,0
beautybox.ru,0
bestreviewsonline.in,0
bpvmmcry.co.kr,1
poddon98.ru,0
tfsuov.ru,1
tibaqabni8ma.de,1
bznvw.cc,1
univ-cotedazur.fr,0
mirkosmosa.ru,0
cheldevochki.ru,0
prava-onlinelegalinstitution.ru,0
trizzy.io,0
tltspeedway.ru,1
cheleba.vip,0
gestionaweb.cat,0
bd9xdht.mg,0
morozschoola.ru,0
natali.ru,0
onefd.edu.dz,0
go-game131.ru,0
rjp4x338-xtj.ru,1
fda2pkg3zb2cktlphu.com,1
so1ycri.biz,0
vxhxnlsz2u9kepfm3dfkpveqqujgcttbqtb.com,1
zizupqpko.ru,1
p3wloikatppouen1l.org,1
aquiss.net,0
lzbv.ru,0
kgl21yk.com,0
uhjmzbanyjizno.com,1
progesoft.com,0
legzo-casino23.ru,0
v-motion.ru,0
zapatosmayka.es,0
legzocasino-official163.ru,0
zeusx.com,0
ofe4afym6qwez2.ru,1
creampieinasia.com,0
yelpreservations.com,0
yhgwcsaafhnk.ru,1
visa.com.ru,0
topcasino-win2023.ru,0
ban9h06e2.com,0
uztknrxt3.ru,1
s166cv.com,0
infomed39.ru,0
ok-nomer.ru,0
vavada-1i.ru,0
y0almt.ru,0
fresh-casino-decision3.ru,0
joycasino-money4398.ru,0
schaeffler.ch,0
thefinanceweekly.com,0
seiiamefiaigaefo.ru,1
m4ft.social,0
mgtelecom.ru,0
rtzra.ru,0
yuglkiudh-o60ycfa3x.ru,1
etu.ru,0
msxhb.com,0
vzbv.de,0
j04jge1.de,0
maximbregnev.ru,1
fk6le02e99-q2fw-91-7.com,0
pornroh.com,0
vavada-346.ru,0
fuyun.cf,0
k-nlnt9b3admpvey-.ru,0
whlj2l.com,0
vi88cool.com,0
megaplanet.es,0
tuvaenergo.ru,0
nul.org,0
umedp.ru,0
vulkan-russia8.ru,0
wq4.ru,0
1jet-lucky.ru,0
node1-front.com,0
mobile-eye.ru,0
azino-slotsplay.ru,0
cis7pwdisn9r.io,0
pg2ll10t1rhfz.com,1
alcostock040.ru,0
dsinv.ru,0
nsmb.com,0
tjh3tf75x48.nl,1
tk8jdxrvjqlvtq0k.ru,1
azino-slots777.ru,0
dom-33.ru,0
rnd-expert61.ru,0
pinuponlineplay.ru,0
dqqmabbt.ru,1
anrggc9x.ru,1
yaw8.info,0
takeourborderback.com,0
w9a7fj.ru,1
djh8chr5.com,0
wjmjxpbtgsqbi.com,1
x4b4tey0rrsrw.no,1
saan233.ru,0
r7j-zkt.nl,0
qr-r78ivf34jk.ru,0
m3j7q3.ru,0
b2n5d6yuq-.ru,0
uklodc.com,0
yrrezwg.com,1
hogashop.ch,0
bmakq4mi.ru,1
diabeteouvrezloeil.com,0
design.ru,0
ky4qelngcm.ru,1
albico72.ru,0
owpkuode7kktdn-gdymsn3.ru,1
orthegroh.de,0
adm-bagaevka.ru,0
azbf9avtpo.media,1
kidmusic.ru,0
dhpfamily.com,0
ivorytread.best,0
mybenefitsapp.com,0
vavada-dragon.ru,1
nssb0yq2znp-t3.ru,0
fx73.ru,0
hw0zsg8c.ly,1
777-azino-casino.ru,0
thooo.ru,0
tpawlfnctm.ru,1
sft5.ru,0
c99is8yddgiaypawqmihichocu.ru,1
elitetrader.ru,0
ekwfr94aw4d.ru,1
tbr10sj.ru,0
napravaavto-otlichno.ru,0
powersend.de,0
go-game15.ru,0
eigm.ru,0
rvyseqg.fr,1
interlog.ru,0
usuqrwemv6xripi.ru,1
lq.net.uk,0
kyh0vf4c9q9u.ru,1
miele.com,0
ebc.edu,0
a4me.com,0
scconline.nl,0
li4kfbzx8bqszv.ru,1
l5vxobs0pp-k.ru,0
m46q67w7.ru,1
casino-x-24-7.net.ru,0
im7v1is5i6wegbeh0ztpc.ru,1
mocbindus.com,0
fh8bim.cn,0
r9bii3bu2.es,0
glomu.ru,0
kiozpaltfvx.ru,1
e2dw-ljobgro-28.fr,0
npnn.ru,0
hashed.live,0
zulol.com,0
bkohbfk7wi.ru,1
kx6nei.ru,0
fzemi.ru,0
ka7ddl.ru,0
ntjgzwqaup6.com,1
gtrkpskov.ru,1
rcssjwy.org.br,1
dosug-omsk.ru,0
xqpzhbnzxdbhpw.ru,1
slot-paling-gacor.com,0
hax0rbana.org,0
stardacasino-trot4.ru,0
uk641swdzcx0x.ru,1
32azino777.ru,0
dwmarkets.com,0
bithumen.ru,0
dpxux0nmnnvsxfbvlsx.com,1
1xbet-77797.ru,0
tc0initr0253j.ru,1
sofosbuvir-kaliningrad1.ru,0
gvzmpf97oc.casino,1
gg9ire4s.com,0
cbz0yrslwduraa0jx9.com,1
toustesteurs.com,0
ilne4bk.com,0
z603-fs4mjc.com,0
mg6h1lsmn78bdbno7viepc4swg.ru,1
attestat-za9-11s.ru,0
lowxmgigluyhzbs.ru,1
stop-fanatee.com,1
rj09x5ousviu2.ru,1
resources-pravavsem.ru,1
l5qxjp.ru,0
mcpre.ru,0
vng.com.vn,0
aclibrary.org,0
qiemmuuqxszcdbc.com.au,1
imnfv158ei.ru,1
slotozalll.net,0
pinupbets633.com,0
cgf9hht3.ru,0
mediascout.ru,0
apexhue.com,0
optimalgroup.ru,0
shopshoker.ru,0
zd6qadhov.ru,1
bmts.com,0
vpsnauew.jp,1
azinomobilezerkalo.ru,0
vpsserver.com,0
tixswnurjfaikb0iz.com,1
y74vlc-z0bq3mm4uy.ru,1
gklfbibtw.org,1
uup0hzj.ru,1
1xbet-55061.top,0
dobupnx.ru,1
hsbr4ck.ru,0
zapretov.net.ru,0
expedia.co.nz,0
artistsergey.ru,0
b3v94a8y0sbc4.ru,1
t4oplh-.com,0
hzymbur4.com,0
m5fwyaoz3.ru,1
westseedss.club,0
sdalsnyal.ru,0
n0rt.edu,0
vz6oshayl.ru,0
solcasinoland.ru,0
tickelia.com,0
d1ld9onrcqbez.org,1
c3c-p8d9ywbhsd4.com,1
bestmusica.ru,0
t1-hf.ru,0
nub5s9hjtpn.ru,1
tsei-finansooo.ru,0
strongpoint.com,1
srv.dev,0
igmksxj.co.kr,1
u-ha8gbmhhgd1.ru,0
sslqwfn6wi.ru,1
yikdl.net,0
vulkan-platinum9.ru,0
ypcbjgwh44q1h2q.ru,1
raja.fi,0
pinup-casino-emelyanovo.ru,0
azino777-oue.ru,0
apkr1pj.com.ar,0
alcodistillers.ru,0
ql3yukjxtz18g7sc.ru,1
worlee.de,0
pylckb6kov.ru,1
time-samara.ru,0
ojwv8ko.net,1
gardar.net,0
poli.edu.co,0
kl6yk.com.au,0
wv9mon66t.ru,1
efxv0qixykoe.ru,1
olvskr.website,0
yotor.ru,0
yuaijpqx3terf-nb.de,1
fppmtdj.sk,1
pzcsuocjmutb2u.com,1
eg.ru,0
avayekhis.net,0
hvbwbm5.ru,1
sosamba-spb.ru,0
qtjjppqrr.nl,1
oo9j9fqxa.ru,1
xzjiutoiarv.ru,1
wandel.social,0
jxlyfode.cz,0
mahex.com,0
canadatwoway.com,0
kyirrj1gwty.us,1
dosug36.ru,0
jrcwwtd14c.com,1
rt4nz5g85dvh8g9hwf9pt2v.ru,1
cgpwrmjgyed.net,1
bxftc.ru,1
mixer-udipedia.ru,0
u7ja216p.tv,0
oiyxvxr1ozpn.net,1
azino-z7n.ru,0
qohbw.cn,1
i46m.ru,0
breaking-bad.ru,0
argva.com,0
sanmkofxbw.ru,1
hx7vcfcbsmhf.best,1
opencontrolplus.com,0
gsgazete.com,0
otd9.cloud,0
nwlaw9yk.ru,0
duu4w5.ru,0
ipas.org,0
autopolis.ru,0
qkvgxipbv.ru,1
nuosw3yx.ro,0
opoint.com,0
qjenupssmklsphp.it,1
ckr-oa57f0.com,0
zg7ulqdkaycsvpaw.ru,1
tdycjd4zcbj.net,1
talantics.ru,0
registrant.ru,0
asb-bw.de,0
driptip.ru,0
namansite.in,1
sjw.ag,0
jsl4zepfzr8jlgdu.com,1
oh8bxv.ru,0
mclm94kzj1o5.ru,1
g84gnbty.com,0
aumoxfaj.org,1
legzocasino-official146.ru,0
nagradion.ru,0
dogsfanz.ru,0
am06zemcyj.com,1
reloaccess.com,0
o3gvrlsbst4d.ru,1
bakkt.com,0
sfu6cnsl0ah.ru,1
azino777mobile.ru,0
davis-standard.com,0
gpmradio.ru,0
c2ji6t-sdukspz.co.jp,0
azino777-cazinomoney.ru,0
pkw0ix.cc,0
xnhen9ej.ru,1
4vulkanvegas.com.ru,0
yogajournal.ru,0
go6fav.bet,0
gouvrvvz.com,1
t4doqhu4ezes-g.com,1
stepbybit.ru,0
iskra-dnr.ru,0
worldpolities.org,0
redsms.ru,0
jerttkvxa.ru,1
sopfks-ph.cloud,0
marcloud.net,0
wspay.info,0
tbqwlwgfbv.ru,1
qkvueehm-jwi.com,1
yzasmk4zv3sb.ru,1
dom.com.ru,0
shuttledirect.com,0
cn5-k353k-.ru,0
dgouifg.com,1
noamc9xxlrc.com,1
xtbxvit.com,1
casinos-jackpot.org.ru,0
airmessage.org,0
cxq.com,1
a-eref2mzvh.xyz,0
rigertacademy.ru,0
casino-x-site777.ru,0
sawfnhd.ru,0
peaceforyou.ru,0
osfj9lbuk9gggl4.ru,1
patriotgolf.com,0
p43ps1xm8.com,1
tlxdkazmpmlhe.club,1
xdwf4h9.ru,1
d2.com.tw,0
idbyzpst-.ru,0
jagyrtig.ir,0
iv54.ru,0
vhckq5dqe-8x3sf5.ru,1
admiralx-ksah.buzz,0
etzvkdqdpg1p.com,1
xcejxseo1a9.ru,1
booiofficial2.ru,0
lvsl.ru,0
i5wxgpaw4yd.com,1
syrialive.online,0
obu80fnhfhzb.ru,1
azino777kazinoshka09.ru,0
louisewilson.net,0
s3adn0-rjcoh3sdr9f8.ru,0
go-vietnam.vn,0
agechecked.com,0
iwv4xm.ru,1
hxn5o2.com,0
ns0gkzimum.com,0
chaplin24.biz,0
jrqmpbku.ru,1
joycasino-ai3g.ru,0
6ah17nm1.com,0
grpb.ru,0
rp0.ru,0
krier-information.de,0
jcjsniobogtzwi.ru,1
zdi.ru,0
glentland.ru,0
bullyseeds.com,0
caiy16-yz.club,0
drift-master2.ru,0
fast.ge,0
guhboiz.com,0
tspgyi.net,0
evasiljeva.ru,0
qtmn5k3.ru,0
pkresurs-spb.ru,0
translit-online.ru,0
pdvcux8gv.ru,1
fm3kuphg.app,1
avalonteso.ru,0
cegidlife.com,0
apostropheweb.com,0
eknxprpgtao4.ru,1
a86n3xp-n4jno0fr1.ru,0
xzqua.com,1
bfcrvpaa2w.ru,1
sportradar.com,0
diyideas.ru,0
cc9dn0qjm.info,1
pldm.ru,0
josle.ru,0
datewhoyouwant.com,0
qqkj0a.fr,1
tatarnews.ru,0
pk8vprm.net,1
eixv.fun,1
zktkuuhckm.com,1
psz1if.top,0
j144tlbx.ru,0
vavada-w24.ru,0
geosyntec.com,0
zwnidhsu.com.br,1
